image_name,action_high_model_uncertainty,action_high_data_uncertainty,model_uncertainty,data_uncertainty,missed_reasons,excessive_reasons
5575192d-2f9804d4,[1],"[0, 3]","[0.2247258573770523, 1.0, 0.38557684421539307, 0.32414403557777405]","[0.9708713293075562, 0.43600207567214966, 0.7832958698272705, 0.8516380786895752]",[],"[0, 3]"
5581cf63-e5b367c9,"[0, 2, 3]",[],"[1.0, 0.09019064158201218, 1.0, 1.0]","[0.36958616971969604, 0.7470892667770386, 0.36958616971969604, 0.36958616971969604]",[],[]
55866155-fed3a536,"[1, 3]","[0, 2]","[0.2076062262058258, 1.0, 0.28877493739128113, 1.0]","[0.9971485137939453, 0.46031028032302856, 0.9217897653579712, 0.46031028032302856]",[1],"[0, 2]"
55ae2ab3-cba6a0eb,"[0, 3]",[2],"[1.0, 0.6007076501846313, 0.2755342423915863, 1.0]","[0.5765897631645203, 0.774910569190979, 0.9999830722808838, 0.5765897631645203]",[0],[1]
55d9daae-407480d0,"[0, 3]",[1],"[1.0, 0.08792964369058609, 0.3328652083873749, 1.0]","[0.33164408802986145, 0.8879873752593994, 0.6875491142272949, 0.33164408802986145]",[3],[2]
55de4228-15fbfee1,"[0, 1, 3]","[0, 2]","[0.8260352611541748, 1.0, 0.6042163372039795, 1.0]","[0.8093808889389038, 0.7328373193740845, 0.9249600768089294, 0.7328373193740845]",[],[]
55e80e7f-8c1416f9,"[1, 3]","[0, 2]","[0.06871402263641357, 1.0, 0.14929477870464325, 1.0]","[0.9537642002105713, 0.2559199035167694, 0.866225004196167, 0.2559199035167694]",[],[]
55ec61de-4a7541fd,"[0, 2, 3]",[1],"[1.0, 0.42914626002311707, 1.0, 1.0]","[0.6964447498321533, 0.988579511642456, 0.6964447498321533, 0.6964447498321533]",[],[]
55fcb311-53aa9aeb,"[0, 2, 3]",[1],"[1.0, 0.38538357615470886, 1.0, 1.0]","[0.6773059368133545, 0.9962133169174194, 0.6773059368133545, 0.6773059368133545]",[],[]
56079b3c-45a1f070,"[0, 2, 3]",[1],"[1.0, 0.14843720197677612, 1.0, 1.0]","[0.4775044322013855, 0.8909770250320435, 0.4775044322013855, 0.4775044322013855]",[],[]
560f4bdc-69940ba7,"[0, 3]",[1],"[1.0, 0.17739559710025787, 0.4672084450721741, 1.0]","[0.47616827487945557, 0.9830294847488403, 0.7581688165664673, 0.47616827487945557]",[3],[2]
5654d8db-83c9edeb,"[0, 2, 3]",[],"[1.0, 0.10038860887289047, 1.0, 1.0]","[0.39206668734550476, 0.7805449962615967, 0.39206668734550476, 0.39206668734550476]",[],[]
56b41396-753dcfda,"[0, 2, 3]",[1],"[1.0, 0.19099947810173035, 1.0, 1.0]","[0.5334398150444031, 0.9461718797683716, 0.5334398150444031, 0.5334398150444031]",[],[]
56ba4588-73a5fc3c,"[0, 3]","[1, 2]","[1.0, 0.1022304818034172, 0.2241571545600891, 1.0]","[0.3336266577243805, 0.9696381092071533, 0.8480602502822876, 0.3336266577243805]",[],[2]
57007cdc-274b0ddc,"[0, 2, 3]",[],"[1.0, 0.047146618366241455, 1.0, 1.0]","[0.24824172258377075, 0.5405065417289734, 0.24824172258377075, 0.24824172258377075]",[],[]
5706182e-f5de0247,"[0, 2]","[1, 3]","[1.0, 0.16323524713516235, 1.0, 0.26611754298210144]","[0.4166278541088104, 0.9993066787719727, 0.4166278541088104, 0.9002066850662231]",[],[]
57113651-c0adc069,"[0, 2, 3]",[1],"[1.0, 0.4611431062221527, 1.0, 1.0]","[0.7086924314498901, 0.9812500476837158, 0.7086924314498901, 0.7086924314498901]","[0, 2]",[1]
5727624e-099379d5,"[1, 3]","[0, 2]","[0.26381197571754456, 1.0, 0.1626749485731125, 1.0]","[0.9016720652580261, 0.41531696915626526, 0.9993560314178467, 0.41531696915626526]",[],[0]
574ae820-3050efec,"[0, 2, 3]",[],"[1.0, 0.10160978883504868, 1.0, 1.0]","[0.3946366310119629, 0.7842621803283691, 0.3946366310119629, 0.3946366310119629]",[],[1]
57804a44-8352ffcf,"[1, 2, 3]",[0],"[0.18202582001686096, 1.0, 1.0, 1.0]","[0.9368951320648193, 0.5228118896484375, 0.5228118896484375, 0.5228118896484375]",[],[]
579d1b4b-e3309b70,"[0, 2]","[1, 3]","[1.0, 0.1446412205696106, 1.0, 0.07894973456859589]","[0.27063825726509094, 0.9047880172729492, 0.27063825726509094, 0.9780756831169128]",[],[]
57e23256-b20ce1a4,[1],[0],"[0.24124006927013397, 1.0, 0.4880930781364441, 0.5244264006614685]","[0.9942728281021118, 0.4995521903038025, 0.7694065570831299, 0.7405701875686646]",[1],"[0, 2]"
583a81af-4ce70f7e,"[0, 2, 3]",[1],"[1.0, 0.30175238847732544, 1.0, 1.0]","[0.6304170489311218, 0.9982155561447144, 0.6304170489311218, 0.6304170489311218]","[0, 3]",[1]
585d3eef-d4c89b49,"[0, 2, 3]",[1],"[1.0, 0.6797876358032227, 1.0, 1.0]","[0.7667967081069946, 0.9139181971549988, 0.7667967081069946, 0.7667967081069946]",[2],[1]
58820efb-2465346e,"[0, 2]","[1, 3]","[1.0, 0.43796440958976746, 1.0, 0.32047608494758606]","[0.5711765885353088, 0.8913187384605408, 0.5711765885353088, 0.982128381729126]","[0, 2]","[1, 3]"
588a43a9-44d9aa77,"[0, 2, 3]",[1],"[1.0, 0.2136300504207611, 1.0, 1.0]","[0.5579633116722107, 0.9651694297790527, 0.5579633116722107, 0.5579633116722107]",[],[]
58b5120e-89822d20,"[1, 2]","[0, 3]","[0.32619014382362366, 1.0, 1.0, 0.3824274241924286]","[0.9704509973526001, 0.5579827427864075, 0.5579827427864075, 0.9252517223358154]",[],[3]
58f2d51c-7f3ed9c1,"[0, 2, 3]",[],"[1.0, 0.09610047191381454, 1.0, 1.0]","[0.38284093141555786, 0.7670173645019531, 0.38284093141555786, 0.38284093141555786]",[],[]
58f4b807-ab57f331,"[0, 2, 3]",[],"[1.0, 0.07850430905818939, 1.0, 1.0]","[0.3413394093513489, 0.7027656435966492, 0.3413394093513489, 0.3413394093513489]",[],[]
58f77276-43b0d9a9,"[0, 1, 2, 3]",[2],"[1.0, 1.0, 0.8021373748779297, 1.0]","[0.7874401807785034, 0.7874401807785034, 0.8732807636260986, 0.7874401807785034]",[0],[2]
5922e4b8-4231f75a,"[0, 2]",[1],"[1.0, 0.09203672409057617, 1.0, 0.5512890219688416]","[0.35888272523880005, 0.8264737725257874, 0.35888272523880005, 0.5395416021347046]",[],[3]
5967c819-a6d39871,"[0, 2, 3]",[1],"[1.0, 0.3992133140563965, 1.0, 1.0]","[0.6836852431297302, 0.9941579103469849, 0.6836852431297302, 0.6836852431297302]",[0],[1]
5979f62d-db81a44c,"[0, 2]",[1],"[1.0, 0.08972683548927307, 1.0, 0.3393893241882324]","[0.3359014689922333, 0.8901472091674805, 0.3359014689922333, 0.6868296265602112]",[],[3]
5995c288-c6d752c3,[1],"[0, 2]","[0.13765259087085724, 1.0, 0.09229879081249237, 0.6489167809486389]","[0.9358141422271729, 0.27977344393730164, 0.9982075095176697, 0.38308537006378174]",[],[]
59991f70-b32d4192,"[0, 2, 3]",[],"[1.0, 0.06697122007608414, 1.0, 1.0]","[0.3104066252708435, 0.6514923572540283, 0.3104066252708435, 0.3104066252708435]",[],[]
59ead98d-498f8fb2,"[0, 2]","[1, 3]","[1.0, 0.3882342278957367, 1.0, 0.17308534681797028]","[0.4580852687358856, 0.8093511462211609, 0.4580852687358856, 0.9902594089508057]",[2],[1]
5a640a85-fa9e8a79,"[1, 2, 3]",[0],"[0.31714990735054016, 1.0, 1.0, 1.0]","[0.9995534420013428, 0.6403046250343323, 0.6403046250343323, 0.6403046250343323]","[2, 3]",[]
5a779fdd-3887f3c1,"[0, 2]","[1, 3]","[1.0, 0.1808224618434906, 1.0, 0.13628458976745605]","[0.3556109666824341, 0.9521667957305908, 0.3556109666824341, 0.9998787641525269]",[],[3]
5ad8f835-3e4a795c,"[0, 2]",[1],"[1.0, 0.12395882606506348, 1.0, 0.7957882881164551]","[0.4308018684387207, 0.8655878305435181, 0.4308018684387207, 0.502838134765625]",[],[3]
5b7f03ae-9804e882,"[0, 2, 3]",[],"[1.0, 0.07447993755340576, 1.0, 1.0]","[0.33091843128204346, 0.6858019828796387, 0.33091843128204346, 0.33091843128204346]",[],[]
5b866646-f2102cbe,"[0, 2]","[1, 3]","[1.0, 0.09559405595064163, 1.0, 0.2028331756591797]","[0.3174430727958679, 0.9700603485107422, 0.3174430727958679, 0.860160231590271]",[],[]
5b9a2480-c376fa5e,"[1, 2]",[3],"[0.5591943264007568, 1.0, 1.0, 0.24480541050434113]","[0.7729870080947876, 0.5491911172866821, 0.5491911172866821, 0.9989761114120483]","[1, 2]",[0]
5ba0fbeb-06ef3d68,"[1, 2, 3]",[0],"[0.7143598794937134, 1.0, 1.0, 1.0]","[0.9023684859275818, 0.7732399702072144, 0.7732399702072144, 0.7732399702072144]",[1],[0]
5c22c5b7-15d4abbd,"[0, 1, 2]",[3],"[1.0, 1.0, 1.0, 0.5901405215263367]","[0.747205913066864, 0.747205913066864, 0.747205913066864, 0.9434738755226135]","[0, 2]",[3]
5c343d8a-dc1e0d57,"[0, 2]",[1],"[1.0, 0.09624149650335312, 1.0, 0.2550458014011383]","[0.3326108753681183, 0.9451367855072021, 0.3326108753681183, 0.7956646680831909]",[],[3]
5c6ab999-ef5539be,"[0, 2]",[1],"[1.0, 0.09410320967435837, 1.0, 0.4248861074447632]","[0.3536946773529053, 0.8695229291915894, 0.3536946773529053, 0.6273559331893921]",[0],"[1, 3]"
5cbb394d-c9be323a,[0],"[1, 2]","[1.0, 0.319306343793869, 0.1642889380455017, 0.6486337780952454]","[0.41966497898101807, 0.8361067771911621, 0.9991086721420288, 0.5604293346405029]",[0],"[1, 2, 3]"
5cc53e6f-1e6ee6db,"[0, 2, 3]",[],"[1.0, 0.0438082255423069, 1.0, 1.0]","[0.2363901436328888, 0.5182169675827026, 0.2363901436328888, 0.2363901436328888]",[],[]
5d000f16-360b166e,"[0, 2, 3]",[1],"[1.0, 0.64029860496521, 1.0, 1.0]","[0.75872802734375, 0.9270598888397217, 0.75872802734375, 0.75872802734375]",[0],[1]
5d120de5-456ef427,"[1, 3]","[0, 2]","[0.2439175397157669, 1.0, 0.20821817219257355, 1.0]","[0.9551976323127747, 0.4421946704387665, 0.9897654056549072, 0.4421946704387665]",[1],[0]
5d27f0e4-56996797,"[0, 2]","[1, 3]","[1.0, 0.4491671919822693, 1.0, 0.5804473757743835]","[0.6533195376396179, 0.9538636207580566, 0.6533195376396179, 0.868189811706543]",[0],[1]
5d6b30dd-5b97dc66,"[0, 2]","[1, 3]","[1.0, 0.24113404750823975, 1.0, 0.09972019493579865]","[0.33464062213897705, 0.821243166923523, 0.33464062213897705, 0.9580647945404053]",[0],"[1, 3]"
5d84776d-43fd0dc6,"[1, 3]","[0, 2]","[0.23777902126312256, 1.0, 0.3448093831539154, 1.0]","[0.9957988262176514, 0.4993753433227539, 0.9027398824691772, 0.4993753433227539]","[1, 3]",[2]
5d9ed0c4-fe0352d0,"[0, 2, 3]",[],"[1.0, 0.10657629370689392, 1.0, 1.0]","[0.40483811497688293, 0.7987926006317139, 0.40483811497688293, 0.40483811497688293]",[],[]
5dd1ffcb-12984974,"[0, 3]",[1],"[1.0, 0.0876188799738884, 0.23465633392333984, 1.0]","[0.31370967626571655, 0.9378221035003662, 0.7968835830688477, 0.31370967626571655]",[],[2]
5def8daa-0c09c736,"[1, 3]","[0, 2]","[0.2410077154636383, 1.0, 0.27144238352775574, 1.0]","[0.9823552370071411, 0.4743475914001465, 0.9541748762130737, 0.4743475914001465]",[],[2]
5e37c704-07b41f67,"[1, 3]","[0, 2]","[0.10215511918067932, 1.0, 0.2389916479587555, 1.0]","[0.9629436135292053, 0.3376983404159546, 0.829679012298584, 0.3376983404159546]",[],[2]
5e4512b4-a3a1aef0,"[1, 2, 3]",[0],"[0.2967602610588074, 1.0, 1.0, 1.0]","[0.9975683093070984, 0.6270663142204285, 0.6270663142204285, 0.6270663142204285]",[2],[]
5ea1f2ff-97815f98,"[1, 3]","[0, 2]","[0.3882387578487396, 1.0, 0.2594366669654846, 1.0]","[0.8879522085189819, 0.5253827571868896, 0.9947137832641602, 0.5253827571868896]",[1],"[0, 2]"
5ecfa64a-31db3b30,"[1, 3]",[0],"[0.1129910796880722, 1.0, 0.34209832549095154, 1.0]","[0.9405360221862793, 0.3755660951137543, 0.7457250356674194, 0.3755660951137543]",[],[2]
5ed91ca0-55bfe77a,"[0, 2, 3]",[1],"[1.0, 0.15900076925754547, 1.0, 1.0]","[0.49278974533081055, 0.9075638651847839, 0.49278974533081055, 0.49278974533081055]",[],[]
5edcdd04-3e567c2c,"[0, 2]",[1],"[1.0, 0.09869442880153656, 1.0, 0.26029694080352783]","[0.33768656849861145, 0.9473159313201904, 0.33768656849861145, 0.7958714962005615]",[],[]
5f13cd1c-8ef2ae47,"[0, 2]","[1, 3]","[1.0, 0.08655806630849838, 1.0, 0.2232246845960617]","[0.3091311454772949, 0.9421298503875732, 0.3091311454772949, 0.8087731599807739]",[],[3]
5f29eb12-ca9a6878,"[0, 2, 3]",[1],"[1.0, 0.2868703305721283, 1.0, 1.0]","[0.6202043890953064, 0.9959477186203003, 0.6202043890953064, 0.6202043890953064]",[3],[]
5f4f4440-2acdfa34,"[0, 1, 3]",[2],"[1.0, 1.0, 0.2158462405204773, 1.0]","[0.560205340385437, 0.560205340385437, 0.9667296409606934, 0.560205340385437]","[0, 3]",[]
5f8a658f-c709cb78,"[0, 2, 3]",[],"[1.0, 0.07083868980407715, 1.0, 1.0]","[0.3211522400379181, 0.6696165800094604, 0.3211522400379181, 0.3211522400379181]",[],[]
5fa147b9-55baebaa,"[0, 2]",[1],"[1.0, 0.05760660395026207, 1.0, 0.2208060920238495]","[0.25076547265052795, 0.8461763858795166, 0.25076547265052795, 0.7006075382232666]",[0],"[1, 3]"
6016fcef-5ba196c3,"[1, 3]","[0, 2]","[0.2176118940114975, 1.0, 0.11237617582082748, 1.0]","[0.8770797252655029, 0.345213383436203, 0.9839991331100464, 0.345213383436203]",[],[]
6024a82e-c1b7d07a,"[0, 3]",[1],"[1.0, 0.10934245586395264, 0.5911568403244019, 1.0]","[0.39473164081573486, 0.8655626773834229, 0.5622817873954773, 0.39473164081573486]",[],[2]
6042f35c-ec50a680,"[1, 3]","[0, 2]","[0.17348818480968475, 1.0, 0.31872817873954773, 0.8579095005989075]","[0.9987480640411377, 0.4376613199710846, 0.8601671457290649, 0.4856444001197815]",[1],"[0, 2, 3]"
60855380-4e3f89b8,"[0, 2, 3]",[1],"[1.0, 0.2562444508075714, 1.0, 1.0]","[0.5968638062477112, 0.9876322746276855, 0.5968638062477112, 0.5968638062477112]",[],[]
60b68997-0e30f793,"[1, 2, 3]",[0],"[0.21353471279144287, 1.0, 1.0, 1.0]","[0.9651011228561401, 0.5578662753105164, 0.5578662753105164, 0.5578662753105164]",[1],[]
60c73907-07d5e0e2,[0],[2],"[1.0, 0.555437445640564, 0.14997994899749756, 0.5898730158805847]","[0.4350659251213074, 0.6373583674430847, 0.9725199937820435, 0.6144828796386719]",[0],"[1, 2, 3]"
60df8a69-ab203cfa,"[0, 2, 3]",[1],"[1.0, 0.12441611289978027, 1.0, 1.0]","[0.4384689927101135, 0.8440350890159607, 0.4384689927101135, 0.4384689927101135]",[],[]
6136d2ce-0b661712,"[0, 2, 3]",[1],"[1.0, 0.3214070200920105, 1.0, 0.9978635907173157]","[0.6427903175354004, 0.9997698664665222, 0.6427903175354004, 0.6436141729354858]","[0, 2]","[1, 3]"
617b4faa-f47641b0,"[0, 1, 2]",[3],"[1.0, 1.0, 1.0, 0.7458013296127319]","[0.778656005859375, 0.778656005859375, 0.778656005859375, 0.8918874263763428]",[0],[3]
6188662c-e18e9c44,"[0, 1, 3]",[2],"[0.8635734915733337, 1.0, 0.18485473096370697, 1.0]","[0.5714146494865417, 0.5198537111282349, 0.9495865106582642, 0.5198537111282349]",[],[]
621fb031-67883855,"[1, 3]","[0, 2]","[0.5103526711463928, 1.0, 0.3739241361618042, 1.0]","[0.8755598664283752, 0.6116986870765686, 0.9727579355239868, 0.6116986870765686]",[1],"[0, 2]"
62825d64-171f8e41,"[0, 2, 3]",[],"[1.0, 0.07026296108961105, 1.0, 1.0]","[0.31957751512527466, 0.6669809818267822, 0.31957751512527466, 0.31957751512527466]",[],[]
62f87445-dd722399,"[0, 1, 3]","[0, 2]","[0.8223625421524048, 1.0, 0.6336445808410645, 1.0]","[0.8170007467269897, 0.7387716770172119, 0.9140914678573608, 0.7387716770172119]",[],[2]
6301e7a9-4ae97ed8,"[0, 3]","[1, 2]","[1.0, 0.3311021327972412, 0.43790361285209656, 1.0]","[0.5761010646820068, 0.9783076047897339, 0.8962191343307495, 0.5761010646820068]",[0],[1]
631aa25b-1ca504e5,"[1, 2]",[3],"[0.6455701589584351, 1.0, 1.0, 0.2122456282377243]","[0.696255087852478, 0.5323928594589233, 0.5323928594589233, 0.9856662750244141]",[],[]
634dba48-27b6f765,"[0, 3]",[1],"[1.0, 0.09654819220304489, 0.2982473373413086, 1.0]","[0.3417742848396301, 0.9255095720291138, 0.7479691505432129, 0.3417742848396301]",[],[2]
6386ab07-27bcf21a,"[0, 2]","[1, 3]","[1.0, 0.17788735032081604, 1.0, 0.1398629993200302]","[0.3572753369808197, 0.9584429860115051, 0.3572753369808197, 0.9992644190788269]",[0],"[1, 3]"
63a626a0-9397606e,"[0, 2]","[1, 3]","[1.0, 0.22532027959823608, 1.0, 0.1576903909444809]","[0.39598020911216736, 0.9316156506538391, 0.39598020911216736, 0.999958872795105]",[0],[1]
63a69964-61f539d6,"[0, 3]",[1],"[1.0, 0.14386801421642303, 0.35916048288345337, 1.0]","[0.42029157280921936, 0.9752713441848755, 0.790454626083374, 0.42029157280921936]",[0],"[1, 2]"
63c49c82-e43547f7,"[0, 3]","[1, 2]","[1.0, 0.6192966103553772, 0.6327008605003357, 1.0]","[0.7066371440887451, 0.8941053748130798, 0.8863937854766846, 0.7066371440887451]","[0, 3]",[1]
63e2e460-27acd1a3,[1],"[0, 3]","[0.19684579968452454, 1.0, 0.2877829372882843, 0.17057310044765472]","[0.9144171476364136, 0.3464469909667969, 0.7698742151260376, 0.958221435546875]",[],[2]
63fb7f44-ea80de9a,"[1, 3]",[0],"[0.13750766217708588, 1.0, 0.5891599655151367, 1.0]","[0.9219686985015869, 0.4403318762779236, 0.621550977230072, 0.4403318762779236]",[1],"[0, 2]"
64116330-2478a28f,"[0, 2]","[1, 3]","[1.0, 0.19888009130954742, 1.0, 0.13514387607574463]","[0.3633480668067932, 0.932728111743927, 0.3633480668067932, 0.9995220303535461]",[],[]
64505e49-7f90d85c,"[0, 2]",[1],"[1.0, 0.1415565460920334, 1.0, 0.5819666981697083]","[0.4455559253692627, 0.9293777942657471, 0.4455559253692627, 0.6327745318412781]","[0, 2]",[1]
648c4f04-60f21fc4,"[0, 3]","[1, 2]","[1.0, 0.12938746809959412, 0.21384041011333466, 1.0]","[0.3637548089027405, 0.9961469173431396, 0.9093495011329651, 0.3637548089027405]",[],[2]
6495e3bb-8c73598b,"[1, 2, 3]",[0],"[0.2809174954891205, 1.0, 1.0, 1.0]","[0.9947409629821777, 0.6159240007400513, 0.6159240007400513, 0.6159240007400513]",[],[]
653e01d3-6a9813ae,"[0, 1, 3]","[0, 2]","[0.8219820857048035, 1.0, 0.6352012157440186, 1.0]","[0.8174557089805603, 0.7390483617782593, 0.9134944677352905, 0.7390483617782593]",[],[2]
6574c8bf-8bf7e7ac,"[0, 2, 3]",[1],"[1.0, 0.15849772095680237, 1.0, 1.0]","[0.4920850992202759, 0.906822681427002, 0.4920850992202759, 0.4920850992202759]",[],[]
6582a015-6f42ea82,"[1, 3]","[0, 2]","[0.3026784658432007, 1.0, 0.21456268429756165, 0.9130353331565857]","[0.9133060574531555, 0.4671107530593872, 0.9961096048355103, 0.4965117871761322]",[1],"[0, 2, 3]"
65a4de42-f1390a4d,"[0, 2, 3]",[],"[1.0, 0.10040794312953949, 1.0, 1.0]","[0.3921074867248535, 0.780604362487793, 0.3921074867248535, 0.3921074867248535]",[],[]
65dd1bd2-2c63aff4,"[1, 3]","[0, 2]","[0.1785268932580948, 1.0, 0.18865691125392914, 1.0]","[0.987451434135437, 0.39333420991897583, 0.9769378304481506, 0.39333420991897583]",[3],[]
65dee8e5-1e78e97f,"[1, 3]","[0, 2]","[0.4188259541988373, 1.0, 0.41803592443466187, 1.0]","[0.9359906911849976, 0.6035427451133728, 0.9365745186805725, 0.6035427451133728]",[1],"[0, 2]"
665dfaf1-cca6e924,"[1, 2, 3]",[0],"[0.1577937752008438, 1.0, 1.0, 1.0]","[0.9057777523994446, 0.4910951256752014, 0.4910951256752014, 0.4910951256752014]",[],[]
66c2c3a1-4cc41f07,"[0, 2]",[1],"[1.0, 0.10577097535133362, 1.0, 0.364063024520874]","[0.3674769401550293, 0.9192123413085938, 0.3674769401550293, 0.7085694074630737]",[],[3]
66caa2d0-466535b6,"[0, 2]","[1, 3]","[1.0, 0.12284503877162933, 1.0, 0.2466849982738495]","[0.36760762333869934, 0.9843549728393555, 0.36760762333869934, 0.8629621267318726]",[0],"[1, 3]"
66effbb9-5d0b5c22,"[0, 2, 3]",[1],"[1.0, 0.15169909596443176, 1.0, 0.8990935683250427]","[0.47858327627182007, 0.9051505327224731, 0.47858327627182007, 0.5136753916740417]","[0, 2]",[1]
682b396a-e9d43a2d,"[1, 3]","[0, 2]","[0.3927157521247864, 1.0, 0.3658195436000824, 1.0]","[0.9338697791099548, 0.5772919654846191, 0.9547979831695557, 0.5772919654846191]",[],[2]
686f85a0-6eb9dad0,"[1, 2, 3]",[0],"[0.3086892366409302, 1.0, 1.0, 1.0]","[0.9989368915557861, 0.6349530220031738, 0.6349530220031738, 0.6349530220031738]","[1, 2]",[0]
686f85a0-df1cd958,"[0, 2]",[1],"[1.0, 0.10445870459079742, 1.0, 0.5710113644599915]","[0.3844929337501526, 0.857532262802124, 0.3844929337501526, 0.5613566637039185]",[],[]
68a2ea4c-89ec3b71,"[0, 2, 3]",[],"[1.0, 0.09821296483278275, 1.0, 1.0]","[0.3874255418777466, 0.7737754583358765, 0.3874255418777466, 0.3874255418777466]",[],[]
68bd8701-ab25b51d,"[0, 3]","[1, 2]","[1.0, 0.3610142469406128, 0.4401814341545105, 1.0]","[0.5894783139228821, 0.9669359922409058, 0.9072043895721436, 0.5894783139228821]",[],[2]
693f5825-18770bfa,"[0, 3]","[1, 2]","[1.0, 0.16382147371768951, 0.2146245390176773, 1.0]","[0.396332710981369, 0.9986351728439331, 0.9467942714691162, 0.396332710981369]",[],[2]
695617dd-05a1af30,"[1, 3]","[0, 2]","[0.1551399827003479, 1.0, 0.10515966266393661, 1.0]","[0.941845178604126, 0.310110479593277, 0.9974675178527832, 0.310110479593277]",[],[2]
696b91dc-be06f63e,"[0, 2, 3]",[1],"[1.0, 0.23728898167610168, 1.0, 1.0]","[0.5805978775024414, 0.9794666767120361, 0.5805978775024414, 0.5805978775024414]",[],[]
69987804-3a11739d,"[0, 2, 3]",[1],"[1.0, 0.23392540216445923, 1.0, 1.0]","[0.5775467753410339, 0.9777325987815857, 0.5775467753410339, 0.5775467753410339]",[0],[1]
699d10e6-b942b30a,"[0, 2, 3]",[1],"[1.0, 0.796172559261322, 1.0, 1.0]","[0.7865612506866455, 0.8752363920211792, 0.7865612506866455, 0.7865612506866455]",[],[]
69b65bbe-6d6f326c,"[0, 2, 3]",[],"[1.0, 0.09474083036184311, 1.0, 1.0]","[0.3798482418060303, 0.7625681757926941, 0.3798482418060303, 0.3798482418060303]",[],[]
69dc6ac5-b53a125c,"[0, 2, 3]",[1],"[1.0, 0.127216637134552, 1.0, 1.0]","[0.44336116313934326, 0.8502596616744995, 0.44336116313934326, 0.44336116313934326]",[],[]
6a06ce90-1f859c02,[1],"[0, 2]","[0.15475745499134064, 1.0, 0.2838863730430603, 0.38287240266799927]","[0.9982336759567261, 0.37903594970703125, 0.8253614902496338, 0.7058478593826294]",[1],"[0, 2]"
6a3a0fc7-e85fbe69,"[0, 3]",[1],"[1.0, 0.17975230515003204, 0.7527671456336975, 1.0]","[0.5073071122169495, 0.953940749168396, 0.6083425283432007, 0.5073071122169495]","[0, 3]",[1]
6a9d6fa3-898f22e8,"[0, 2]",[1],"[1.0, 0.09142490476369858, 1.0, 0.3638748526573181]","[0.3421567678451538, 0.8845667243003845, 0.3421567678451538, 0.6694611310958862]","[0, 2]","[1, 3]"
6ae14c60-18075ac7,"[0, 2, 3]",[1],"[1.0, 0.23543035984039307, 1.0, 1.0]","[0.5789183378219604, 0.9785197973251343, 0.5789183378219604, 0.5789183378219604]",[],[]
6afa5563-695a9674,"[0, 2, 3]",[1],"[1.0, 0.20469456911087036, 1.0, 1.0]","[0.5486459732055664, 0.9583616256713867, 0.5486459732055664, 0.5486459732055664]",[],[]
6b28e1d6-e1f38180,"[0, 2, 3]",[],"[1.0, 0.05186248570680618, 1.0, 1.0]","[0.2642348110675812, 0.5700255036354065, 0.2642348110675812, 0.2642348110675812]",[],[]
6b3e191b-290bc75b,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]","[0, 2, 3]",[]
6b418d05-edfd3748,"[0, 2, 3]",[],"[1.0, 0.05992792174220085, 1.0, 1.0]","[0.28976738452911377, 0.6157817244529724, 0.28976738452911377, 0.28976738452911377]",[],[]
6b81a55a-9ac1e385,"[0, 2, 3]",[1],"[1.0, 0.16299594938755035, 1.0, 1.0]","[0.49830806255340576, 0.9132862091064453, 0.49830806255340576, 0.49830806255340576]",[],[]
6c4103aa-2311d103,"[1, 2, 3]",[0],"[0.39188870787620544, 1.0, 1.0, 1.0]","[0.9952923059463501, 0.6803472638130188, 0.6803472638130188, 0.6803472638130188]",[],[]
6c53daca-5146c283,"[0, 2]",[1],"[1.0, 0.10345325618982315, 1.0, 0.3704690933227539]","[0.364471435546875, 0.9119599461555481, 0.364471435546875, 0.6970585584640503]",[],[3]
6c5b9651-b86ec908,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[1],[]
